1990,Reggie Wilkins Eastern,,10.71
1975 Hawkins,Mt. Sterling,9.90
1977 Dean,Madison,10.00
1978 Alexander,Trigg County,10.00
Year,Name(s),School Time
1979,Greg Briscoe,Corbin 4:27.18
1980,Sam Love,Trigg County 4:21.80
1981,Sam Love,Trigg County 4:15.85
1982,Sam Love,Trigg County 4:16.30
1983,Gavin Gaynor,Hancock County 4:19.00
1984,Sean Howard,Elliot County 4:26.78
1985,John Juper,Bishop Brossart 4:23.18
1986,John Kuper,Bishop Brossart 4:27.38
1987,Bryan Mertens,Bellevue 4:29.50
1988,John Struss,Berea 4:25.44
1989,Ed Wilhite,Danville 4:31.95
1990,Brandon Gayheart,Cordia 4:29.00
1991,Tom Gabriel,Nicholas County 4:20.80
1992,Brandon Gayheart,Cordia 4:31.99
1993,Justin Thompson,Frankfort 4:22.44
1994,Houston Barber,Frankfort 4:14.83
1995,Jason Boberg,Bellevue 4:36.13
1996,Matt Ryan,St. Henry 4:33.22
1997,Matt Ryan,St. Henry 4:32.04
1998,Joe Qualls,Holy Cross-Covington 4:29.37
1999,Jake Karn,Paintsville 4:27.17
2000,Alex Brey,Kentucky Country Day 4:24.23
2001,Alex Brey,Kentucky Country Day 4:29.29
2002,Paul Markus,Bishop Brossart 4:28.02
2003,Chris Danks,St. Henry 4:26.80
100 METER DASH,,
Year Name(s),School,Time
1979 Alexander,Trigg County,9.87
1980 James Jones,Harrodsburg,10.90
1981 Jeff Hines,Somerset,11.17
1982 Calvin Turnley,Trigg County,11.33
1983 Mark Mitchell,Lexington Catholic,11.07
1984 Mark Mitchell,Lexington Catholic,10.94
1985 Al Baker,Trigg County,10.70
1986 Lanie Fomas,Paris,11.09
1987 Laine Fomas,Paris,11.11
1988 Troy McCown,Danville,11.03
1989 Chris Ledington,Corbin,10.84
800 METER RUN,
Year Name(s),School Time
1979 Clemmons,Bath County 2:01.44
1980 Sam Love,Trigg County 1:56.70
1981 Sam Love,Trigg County 1:54.47
1982 Sam Love,Trigg County 1:56.11
1983 Gavin Gaynor,Hancock County 1:55.61
1984 Greg Rawe,Bishop Brossart 1:58.76
1985 Kirby White,Jenkins 1:58.66
1986 Don Strange,Dayton 2:01.63
1987 Andy Beutel,Ludlow 2:01.10
1988 Marc Estep,Harlan 1:59.21
1989 Shannon Haggard,Bellevue 1:57.10
1990 Rick Marrani,Newport Central Cath. 2:00.58
1991 Tom Gabriel,Nicholas County 1:57.78
1992 Brandon Gayheart,Cordia 1:58.79
1993 Phil Robinson,Lexington Catholic 1:56.63
1994 Houston Barber,Frankfort 1:59.30
1995 Jason Anderson,St. Mary 2:02.53
1996 Christian Key,Williamsburg 2:00.56
1997 Christian Key,Williamsburg 2:01.65
1998 Clay Smither,Frankfort 1:59.11
1999 Clay Smither,Frankfort 1:58.11
2000 John Shumate,Saint Francis 2:00.99
2001 Paul Markus,Bishop Brossart 1:59.51
2002 Paul Markus,Bishop Brossart 1:57.76
2003 Craig Smith,Cumberland County 1:58.30
2004 Jon Buchanan,Green County 2:01.15
2005 Matthew Shoulta,St. Mary 2:00.71
2006 Ross Hempel,Danville 1:58.42
2007 Ross Hempel,Danville 1:57.83
2008 Ross Hempel,Danville 1:58.07
2009 Corey Stoll,Villa Madonna 1:56.12
2010 Adam Kahleifeh,Bardstown 1:57.46
2011 Jacob Thomson,Holy Cross (Lou.) 1:58.93
2012 Jacob Thomson,Holy Cross (Lou.) 1:57.38
2013 Sam Barth,Newport Catholic 1:58.20
2014 Eric Baugh,Villa Madonna  1:58.12
2015 Eric Baugh,Villa Madonna 1:55.87
2016 Nick Hickey,Holy Cross (Lou.) 1:59.73
2017 Dedrick Troxell,Green County 1:57.29
2018 Dedrick Troxell,Green County 1:58.79
2019 Keeton Thornsberry,Holy Cross (Lou.) 1:56.76
Year,Name(s),School Time
1966,Rye,MMI 2:03.90
1967,Keller,Lexington Catholic 1:58.30
1968,Lewman,Louisville Country Day 2:01.30
1969,Smither,Frankfort 1:57.60
1970,Woolfolk,Providence 2:04.60
1971,Asriel,Paris 2:01.80
1972,Jones,Bath County 2:04.30
1973,Mangus,Model 2:01.30
1974,Willoughly,Critten County 1:58.30
1975,Lee,Bellevue 1:58.80
1976,McIntosh,Lexington Catholic 1:59.0
1977,Narrimore,Jenkins 1:59.90
1978,Narrimore,Jenkins 2:01.50
1980,Steve Keller Morgan County,11-06
1981,Mel Stewart Somerset,12-06
1982,Chris Rose Fort Knox,12-06
1983,Stuart White Trigg County,12-10
1984,Gerald Wood Hancock County,12-00
1985,Mark Casey Anderson County,12-06
1986,Bryan Veatch Bellevue,13-06
1987,David Vallandingham Ludlow,11-00
1988,Beau Brown Mayfi eld,12-00
1989,Beau Brown Mayfi eld,12-06
1990,Beau Brown Mayfi eld,13-06
1991,Eric Johnson Bellevue,12-00
1992,Sean Stogner Murray,14-06
1993,Aaron Jones Bellevue,13-00
1994,Aaron Jones Bellevue,13-06
1995,Tony Pabst Bellevue,12-06
1996,Shawn Egan St. Henry,10-06
1997,Mike Wolfe Walton-Verona,11-06
1998,Casey Meyer Newport Central Cath.,12-00
1999,Joe Pence Ludlow,12-00
2000,Matt Moore University Heights,14-07
2001,Nathan Hall Dayton,12-00
2002,Danny Braun St. Henry,11-00
2003,Danny Braun St. Henry,12-00
2004,Josh Adkins Raceland,12-09
2005,Eric Beane Bishop Brossart,12-00
2006,Michael Seaman Bardstown,14-00
2007,Michael Seaman Bardstown,14-07
2008,Matt Case Bardstown,12-06
2009,JP Willett Bardstown,13-00
2010,JP Willett Bardstown,12-06
2011,Justin Mahoney Owensboro Catholic,13-00
2012,Zach Haacke St. Henry,13-00
2013,Stephen Orr Murray,14-00
2014,Connor Messer Raceland,14-00
2015,Connor Messer Raceland,14-07.25
2016,Jake Blieden Lou. Collegiate,13-06
2017,Logan Blaut St. Henry,12-00
2018,Jake Davidson Lloyd Memorial,13-06
2019,Jake Davidson Lloyd Memorial,13-06
2020,Canceled due to COVID-19 pandemic,
1966,Burse,Attucks,6-02
1967,Rothfuss,Bellevue,6-00
1968,Ernst,Lexington Catholic,6-00
1969,Childs,Shelbyville,6-00
1970,Wheeler,Crittenden County 6-01.25,
1971,Jones,Murray,6-00
1972,Tonnekacker,St. Mary,6-02
1973,Hamblin,Williamsburg,6-01
1974,Lynch,Edmonson County,6-02
1975,Lynch,Edmonson County,6-08
1976,Richardson,Murray,6-02
1977,Mays,Harrodsburg,6-03
1978,Mays,Harrodsburg,6-06
1979,Jerry Bailey,Fort Campbell,6-05
1980,Jerry Bailey,Fort Campbell,6-08
1981,Roray Norvell,Fort Campbell,6-04
1982,Walter Kivett,Somerset,6-06
1983,Mark Boggess,Murray,6-06
1984,J.B. Brown,Fort Knox 6-10.25,
1985,Donald Overstreet,St. Mary,6-06
1986,Gary Dotson,Nicholas County,6-06
1987,Donald Overstreet,St. Mary,6-04
1988,Damon Tignor,Oneida Baptist Institute,6-07
1989,Damon Tignor,Oneida Baptist Institute,6-08
1990,Damon Tignor,Oneida Baptist Institute,6-06
1991,Jason Hagan,Kentucky County Day,6-09
1992,Eugene Grundy,Bardstown,6-08
1993,Eugene Grundy,Bardstown,6-08
1994,Andy Wilhite,Harrodsburg,6-02
1995,Seth Philyaw,Oneida Baptist,6-04
1996,John Burr,Bardstown,6-04
1997,John Burr,Bardstown,6-06
1998,Keith Shuler,St. Henry,6-08
1999,Keith Schuler,St. Henry,6-06
2000,Jeff Topmiller,Saint Henry,6-08
2001,Maurice Hampton,Russellville,6-02
2002,Roger Kaylor,Fairview,6-06
2003,Chris Payne,Bardstown,6-06
2004,Chris Payne,Bardstown,6-02
2005,Jeremy Jones,Trigg County,6-04
2006,Kenton Cage,Russellville,6-03
2007,Matt Hansman,Bishop Brossart,6-04
2008,Ben Bessler,St. Henry,6-00
2009,Ben Bessler,St. Henry,6-04
2010,Ben Bessler,St. Henry,6-04
2011,Victor Hampton,Russellville,6-02
2012,Craig Aldridge,St. Henry,6-02
2013,Mason Rutherford,Fairview,6-06
2014,Connor Messer,Raceland,6-04
2015,Connor Messer,Raceland,6-04
2016,Carson Williams,Owen County,6-02
2017,Jonathan Hilbrech,Murray,6-04
2018,Trey Bonne,Walton-Verona,6-00
2019,Trey Bonne,Walton-Verona,6-06
Year,Name(s),School Mark
1966,Sprunger,Murray 12-06
1967,Descombes,MMI 12-03
1968,Descombes,Millersburg Mil. Inst. 13-01.25
1969,Descombes,Millersburg Mil. Inst.  13-06
1970,Childress,Murray 11-00
1971,Childress,Murray 11-06
1972,Carter,Tompkinsville 11-00
1973,Lovens,Dayton 12-00
1974,Roach,Trigg County 11-06
1975,Dohring,Fort Campbell 12-06
1976,Sparks,Dayton 11-02
1977,Bogdal,Fort Campbell 12-06
1978,Turner,Edmonson County 12-06
1979,Brown,Fort Campbell 11-06
